,msa,state,fips,FIPS,CBSA,sex,q7_family_members,NO family,Family Available,usborn1a,q17,q38,party,ideo,qe3,age,educ,hisp,race,relig,income,phoneuse,recage,receduc,racethn,weight
1958,32820,Tennessee,47157,47157,32820,Male,1 up to 5,0,1,"Yes, born in U.S.",Georgia,Pennsylvania,Independent,Moderate,Part-time,22,"Some college, no 4-year degree (including associate degree)",No,White,Agnostic (not sure if there is a God),"$150,000 or more",Dual/most cell,18-24,SOME COLL,White~H,2.245283019
1959,32820,Tennessee,47157,47157,32820,Male,1 up to 5,0,1,"Yes, born in U.S.",Kansas,Wyoming,Republican,Conservative,Not employed,70,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",65+,COLLEGE+,White~H,1.119047619
1960,32820,Tennessee,47157,47157,32820,Female,1 up to 5,0,1,"Yes, born in U.S.",Tennessee,Florida,Democrat,Conservative,Part-time,25,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000",CPO,25-34,HS GRAD,Black~H,5.666666667
1961,46340,Texas,48423,48423,46340,Female,1 up to 5,0,1,"Yes, born in U.S.",Arizona,Colorado,Republican,Moderate,Not employed,51,"Some college, no 4-year degree (including associate degree)",No,Other or mixed race (SPECIFY),"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$50,000 to under $75,000","Dual/few, some cell",45-54,SOME COLL,Other,2.458333333
1962,45500,Texas,48037,48037,45500,Female,6 up to 10,0,1,"Yes, born in U.S.",Texas,Texas,Republican,Conservative,Not employed,57,"Some college, no 4-year degree (including associate degree)",No,White,Agnostic (not sure if there is a God),"$40,000 to under $50,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.071428571
1963,46340,Texas,48423,48423,46340,Male,1 up to 5,0,1,"Yes, born in U.S.",California,Texas,Democrat,Liberal,Full-time,26,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$30,000 to under $40,000",CPO,25-34,HS GRAD,White~H,4.642857143
1964,43300,Washington,53061,53061,42660,Female,More than 20,0,1,"Yes, born in U.S.",Washington,Don't know/Refused,Independent,Moderate,Not employed,49,"Some college, no 4-year degree (including associate degree)",No,Other or mixed race (SPECIFY),Agnostic (not sure if there is a God),"$20,000 to under $30,000",CPO,45-54,SOME COLL,Other,2.433962264
1965,0,Texas,48349,48349,18620,Male,6 up to 10,0,1,"Yes, born in U.S.",Texas,Texas,Republican,Very conservative,Full-time,43,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000","Dual/few, some cell",35-44,COLLEGE+,White~H,2.188679245
1966,46340,Texas,48423,48423,46340,Female,More than 20,0,1,"Yes, born in U.S.",Texas,Don't know/Refused,Independent,Liberal,Full-time,46,"College graduate (B.S., B.A., or other 4-year degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$75,000 to under $100,000",LLO,45-54,COLLEGE+,Black~H,1.58490566
1967,30980,Texas,48401,48401,30980,Female,6 up to 10,0,1,"Yes, born in U.S.",Texas,Texas,Don't know/Refused,Very liberal,Not employed,65,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,65+,LT HS,White~H,2.523809524
1968,0,Texas,48073,48073,27380,Female,None,1,0,"Yes, born in U.S.",Texas,Texas,Democrat,Conservative,Full-time,56,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$10,000 to under $20,000",LLO,55-64,HS GRAD,White~H,2.716981132
1969,0,Texas,48203,48203,32220,Male,6 up to 10,0,1,"Yes, born in U.S.",Texas,Alaska,Democrat,Moderate,Part-time,19,High school graduate (Grade 12 or GED certificate),No,Black,Christian (VOL.),"$30,000 to under $40,000",LLO,18-24,HS GRAD,Black~H,3.056603774
1970,0,Texas,48277,48277,37580,Male,More than 20,0,1,"Yes, born in U.S.",Texas,Texas,Don't know/Refused,Don't know/Refused,Full-time,65,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,COLLEGE+,White~H,1
1971,43300,Texas,48181,48181,43300,Male,11 up to 20,0,1,"Yes, born in U.S.",Texas,Don't know/Refused,Democrat,Moderate,Full-time,57,"Some college, no 4-year degree (including associate degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",55-64,SOME COLL,Black~H,1.25
1972,0,Texas,48213,48213,11980,Female,None,1,0,"Yes, born in U.S.",Massachusetts,Kentucky,No preference (VOL.),Very conservative,Not employed,70,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,65+,HS GRAD,White~H,2.595238095
1973,0,Texas,48349,48349,18620,Female,None,1,0,"Yes, born in U.S.",Louisiana,Louisiana,Democrat,Conservative,Not employed,Don't know/Refused,High school graduate (Grade 12 or GED certificate),Don't know/Refused,Don't know/Refused,Christian (VOL.),"$150,000 or more","Dual/few, some cell",,HS GRAD,,2.358490566
1974,0,Texas,48467,48467,#N/A,Male,None,1,0,"No, some other country",,Texas,Republican,Conservative,Full-time,53,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$150,000 or more",Dual/most cell,45-54,COLLEGE+,White~H,1.020833333
1975,0,Texas,48223,48223,44860,Female,1 up to 5,0,1,"Yes, born in U.S.",Texas,Colorado,Democrat,Moderate,Not employed,73,High school incomplete (Grades 9-11),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000",LLO,65+,LT HS,White~H,2.523809524
1976,0,Texas,48203,48203,32220,Female,11 up to 20,0,1,"Yes, born in U.S.",Texas,Texas,Independent,Liberal,Full-time,36,High school graduate (Grade 12 or GED certificate),No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000",LLO,35-44,HS GRAD,Black~H,2.395833333
1977,27260,Florida,12031,12031,27260,Male,11 up to 20,0,1,"Yes, born in U.S.",Rhode Island,Alaska,Democrat,Conservative,Full-time,25,High school graduate (Grade 12 or GED certificate),No,Other or mixed race (SPECIFY),"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",Dual/most cell,25-34,HS GRAD,Other,3.226415094
1978,27260,Florida,12031,12031,27260,Male,6 up to 10,0,1,"Yes, born in U.S.",North Carolina,Florida,Republican,Moderate,Not employed,79,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,COLLEGE+,White~H,1.150943396
1979,27260,Florida,12031,12031,27260,Female,None,1,0,"Yes, born in U.S.",South Carolina,Florida,Independent,Moderate,Full-time,40,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Roman Catholic (Catholic),"$150,000 or more","Dual/few, some cell",35-44,COLLEGE+,White~H,3.857142857
1980,27260,Florida,12019,12019,27260,Female,6 up to 10,0,1,"Yes, born in U.S.",Virginia,Don't know/Refused,Don't know/Refused,Conservative,Not employed,59,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),Don't know/Refused,"Dual/few, some cell",55-64,SOME COLL,White~H,1.071428571
1981,27260,Florida,12019,12019,27260,Male,None,1,0,"Yes, born in U.S.",Kentucky,Don't know/Refused,Independent,Don't know/Refused,Full-time,47,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$100,000 to under $150,000",Dual/most cell,45-54,SOME COLL,White~H,1.5
1982,27260,Florida,12109,12109,27260,Male,None,1,0,"Yes, born in U.S.",District of Columbia,Virginia,Independent,Moderate,Not employed,77,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Agnostic (not sure if there is a God),"$100,000 to under $150,000","Dual/few, some cell",65+,COLLEGE+,White~H,1
1983,27260,Florida,12031,12031,27260,Female,Don't know/Refused,0,1,"Yes, born in U.S.",Georgia,Florida,Don't know/Refused,Liberal,Not employed,67,"Some college, no 4-year degree (including associate degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",LLO,65+,SOME COLL,Black~H,1.30952381
1984,27260,Florida,12019,12019,27260,Female,None,1,0,"Yes, born in U.S.",Rhode Island,Florida,Independent,Moderate,Not employed,44,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$100,000 to under $150,000","Dual/few, some cell",35-44,SOME COLL,White~H,2.714285714
1985,27260,Florida,12031,12031,27260,Male,1 up to 5,0,1,"Yes, born in U.S.",Florida,Florida,Independent,Moderate,Full-time,23,"Some college, no 4-year degree (including associate degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",18-24,SOME COLL,White~H,4.9375
1986,27260,Florida,12031,12031,27260,Male,More than 20,0,1,"Yes, born in U.S.",Florida,Florida,Democrat,Moderate,Not employed,56,"Some college, no 4-year degree (including associate degree)",No,Black,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,LLO,55-64,SOME COLL,Black~H,2.547619048
1987,27260,Florida,12031,12031,27260,Female,1 up to 5,0,1,"Yes, born in U.S.",Florida,Florida,Republican,Moderate,Not employed,60,High school graduate (Grade 12 or GED certificate),No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$30,000 to under $40,000",CPO,55-64,HS GRAD,White~H,4.928571429
1988,27260,Florida,12031,12031,27260,Female,More than 20,0,1,"Yes, born in U.S.",Florida,Florida,Independent,Conservative,Full-time,52,High school graduate (Grade 12 or GED certificate),No,White,Nothing in particular,"$50,000 to under $75,000","Dual/few, some cell",45-54,HS GRAD,White~H,5.5
1989,27260,Florida,12109,12109,27260,Male,6 up to 10,0,1,"Yes, born in U.S.",Indiana,Florida,Independent,Moderate,Part-time,81,"Technical, trade, or vocational school AFTER high school",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","$40,000 to under $50,000","Dual/few, some cell",65+,HS GRAD,White~H,2.476190476
1990,27260,Florida,12109,12109,27260,Female,None,1,0,"Yes, born in U.S.",New York,Florida,Independent,Liberal,Full-time,30,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),Don't know/Refused,Dual/most cell,25-34,COLLEGE+,White~H,1.833333333
1991,27260,Florida,12031,12031,27260,Female,None,1,0,"Yes, born in U.S.",Illinois,Florida,Democrat,Liberal,Full-time,63,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",55-64,COLLEGE+,White~H,1.320754717
1992,35620,New Jersey,34035,34035,35620,Male,6 up to 10,0,1,"Yes, born in U.S.",New Jersey,New Jersey,Republican,Conservative,Full-time,27,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Christian (VOL.),"$75,000 to under $100,000",CPO,25-34,COLLEGE+,White~H,3.075471698
1993,35620,New Jersey,34035,34035,35620,Female,6 up to 10,0,1,"Yes, born in U.S.",Minnesota,Don't know/Refused,Independent,Conservative,Not employed,58,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$50,000 to under $75,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.523809524
1994,35620,New Jersey,34013,34013,35620,Female,1 up to 5,0,1,"No, some other country",,Hawaii,Democrat,Liberal,Full-time,46,High school graduate (Grade 12 or GED certificate),No,Black,Roman Catholic (Catholic),"$10,000 to under $20,000","Dual/few, some cell",45-54,HS GRAD,Black~H,4.333333333
1995,35620,New Jersey,34035,34035,35620,Male,1 up to 5,0,1,"Yes, born in U.S.",New York,New Jersey,Republican,Conservative,Full-time,26,"College graduate (B.S., B.A., or other 4-year degree)",No,White,Nothing in particular,"$50,000 to under $75,000","Dual/few, some cell",25-34,COLLEGE+,White~H,3.166666667
1996,35620,New Jersey,34019,34019,35620,Female,More than 20,0,1,"Yes, born in U.S.",New Jersey,New Jersey,Democrat,Conservative,Full-time,57,"Some college, no 4-year degree (including associate degree)",No,White,Roman Catholic (Catholic),"$75,000 to under $100,000","Dual/few, some cell",55-64,SOME COLL,White~H,1.603773585
1997,35620,New Jersey,34035,34035,35620,Male,1 up to 5,0,1,"Yes, born in U.S.",New Jersey,Washington,No preference (VOL.),Liberal,Full-time,22,"Some college, no 4-year degree (including associate degree)",No,White,Nothing in particular,"$150,000 or more",Dual/most cell,18-24,SOME COLL,White~H,3.166666667
1998,35620,New Jersey,34019,34019,35620,Female,1 up to 5,0,1,"Yes, born in U.S.",New York,New York,Republican,Conservative,Not employed,52,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",No,White,Roman Catholic (Catholic),"$150,000 or more","Dual/few, some cell",45-54,COLLEGE+,White~H,2.380952381
1999,40140,California,6071,06071,40140,Female,More than 20,0,1,"Yes, born in U.S.",California,Washington,Independent,Conservative,Full-time,26,High school graduate (Grade 12 or GED certificate),Yes,Black,Nothing in particular,"Less than $10,000",CPO,25-34,HS GRAD,Hispanic,4.395833333
2000,31100,California,6037,06037,31080,Male,6 up to 10,0,1,"Yes, born in U.S.",California,California,Independent,Moderate,Not employed,25,High school graduate (Grade 12 or GED certificate),No,Asian,Don't know/Refused,"$20,000 to under $30,000","Dual/few, some cell",25-34,HS GRAD,Other,5.5
2001,40140,California,6071,06071,40140,Male,11 up to 20,0,1,"No, some other country",,Washington,Independent,Liberal,Part-time,51,"None, or grade 1-8",Yes,Black,Nothing in particular,"$10,000 to under $20,000",CPO,45-54,LT HS,Hispanic,4.291666667
2002,40140,California,6071,06071,40140,Female,More than 20,0,1,"Yes, born in U.S.",California,Illinois,Democrat,Very liberal,Not employed,18,High school graduate (Grade 12 or GED certificate),No,Black,Nothing in particular,"$75,000 to under $100,000","Dual/few, some cell",18-24,HS GRAD,Black~H,3.245283019
2003,40140,California,6071,06071,40140,Female,More than 20,0,1,"Yes, born in U.S.",California,California,Democrat,Liberal,Not employed,66,"Post-graduate training or professional schooling after college (e.g., toward a Master's degree or Ph.D.; law or medical",Yes,White,Roman Catholic (Catholic),"$150,000 or more","Dual/few, some cell",65+,COLLEGE+,Hispanic,1.729166667
2004,31100,California,6037,06037,31080,Male,1 up to 5,0,1,"Yes, born in U.S.",New York,California,Democrat,Moderate,Not employed,19,"Some college, no 4-year degree (including associate degree)",No,Asian,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church","Less than $10,000","Dual/few, some cell",18-24,SOME COLL,Other,6.071428571
2005,40140,California,6071,06071,40140,Female,None,1,0,"Yes, born in U.S.",California,California,Democrat,Moderate,Not employed,66,"College graduate (B.S., B.A., or other 4-year degree)",No,White,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",Don't know/Refused,"Dual/few, some cell",65+,COLLEGE+,White~H,1
